Date,Headline,Sentiment,URL
10/29/17,"$6,300: Bitcoin Price Hits Record High",2,https://www.coindesk.com/6300-bitcoin-price-sets-another-new-time-high/
10/28/17,Where to Trade Bitcoin? Brokerage Apps Move In Amid Market Boom,2,https://www.coindesk.com/trade-bitcoin-brokerage-apps-move-amid-market-boom/
10/28/17,Desperately Seeking Devs: How to Fill Bitcoin's Talent Shortage,1,https://www.coindesk.com/call-bitcoin-developers/
10/27/17,Michigan Man Charged for Unlawful Bitcoin Exchange,-2,https://www.coindesk.com/michigan-man-charged-unlawful-bitcoin-exchange/
10/27/17,Lebanon's Central Bank Governor Disses Bitcoin at Digital Currency Launch,-2,https://www.coindesk.com/banque-du-liban-digital-currency/
10/27/17,"Bull Exhaustion? Bitcoin Price Halts Advance Ahead of $6,000",-2,https://www.coindesk.com/bull-exhaustion-bitcoin-price-halts-ahead-6000/
10/27/17,Japan's SBI Holdings Is Gearing Up to Mine Bitcoin,2,https://www.coindesk.com/japans-sbi-holdings-reveals-wider-push-into-cryptocurrency-industry/
10/27/17,GMO ICO? Bitcoin-Friendly IT Firm Announces Token Sale,2,https://www.coindesk.com/gmo-token-offering-2018-bitcoin-mining/
10/27/17,Kansas Commission: Political Candidates Cannot Accept Bitcoin,-2,https://www.coindesk.com/kansas-ethics-commission-states-candidates-cannot-accept-bitcoin/
10/26/17,'A Real Bubble': Billionaire Warren Buffett Doubles Down on Bitcoin Doubt,-2,https://www.coindesk.com/real-bubble-billionaire-warren-buffett-doubles-bitcoin-doubt/
10/26/17,Peter Thiel: Bitcoin Is Like A 'Reserve Form Of Money',1,https://www.coindesk.com/peter-thiel-bitcoin-like-reserve-form-money/
10/25/17,China Renaissance CEO: Blockchain More Important Than Bitcoin,0,https://www.coindesk.com/china-renaissance-ceo-blockchain-important-bitcoin/
10/25/17,"Bitcoin Is a Commodity Not a Currency, Says South Korean Central Bank Chief",1,https://www.coindesk.com/bitcoin-commodity-not-currency-says-south-korean-central-bank-chief/
10/25/17,"Back Above $5,500: Bitcoin Shrugs Off Fork with Price Rebound",2,https://www.coindesk.com/back-5500-bitcoin-shrugs-off-fork-price-rebound/
10/25/17,"NYU's 'Dean of Valuations' Says Bitcoin Is a Currency, Not an Asset",1,https://www.coindesk.com/nyus-dean-of-valuations-says-bitcoin-is-a-currency-not-an-asset/
10/25/17,DEA Report: Bitcoin Used for Trade-Based Money Laundering,-2,https://www.coindesk.com/dea-report-bitcoin-used-trade-based-money-laundering/
10/24/17,UAE Central Bank Governor: Bitcoin 'Easily Used' for Money Laundering,-2,https://www.coindesk.com/uae-central-bank-governor-bitcoin-easily-used-money-laundering/
10/24/17,Bitcoin Price Falls to 5-Day Low Following Fork Currency Creation,-2,https://www.coindesk.com/bitcoin-price-falls-5-day-low-following-fork-currency-creation/
10/24/17,Intel Partners With Ledger to Integrate Bitcoin Wallet Software and SGX Tech,2,https://www.coindesk.com/intel-ledger-partner-cryptocurrency-storage-integration/
10/23/17,Saudi Prince Al-Waleed: Bitcoin Is 'Going to Implode',-2,https://www.coindesk.com/saudi-prince-al-waleed-bitcoin-going-implode/
10/23/17,Bitcoin Exchange Operator Given 16-Month Prison Sentence,-2,https://www.coindesk.com/bitcoin-exchange-operator-given-16-month-prison-sentence/
10/23/17,Foxconn Backs $16 Million Series B for Bitcoin Startup Abra,2,https://www.coindesk.com/abra-bitcoin-16-million-series-b-foxconn/
10/23/17,"Prepping for a Pullback? Bitcoin Price Drops Below $6,000",-2,https://www.coindesk.com/prepping-for-a-pullback-bitcoin-price-drops-below-6000/
10/21/17,Money at Risk? Mobile Wallets Become Battleground in Bitcoin Fork Debate,-2,https://www.coindesk.com/money-risk-mobile-wallets-become-new-battleground-bitcoin-fork-debate/
10/20/17,LedgerX Trades $1 Million in Bitcoin Derivatives in First Week,2,https://www.coindesk.com/ledgerx-trades-1-million-bitcoin-derivatives-first-week/
10/20/17,BlackRock Strategist: There's No 'Right or Wrong' Price for Bitcoin,0,https://www.coindesk.com/blackrock-strategist-no-right-wrong-price-bitcoin/
10/20/17,Bitcoin Breather? Higher Price Push Still Possible on Search Demand,2,https://www.coindesk.com/bitcoin-breather-higher-price-push-still-possible-search-demand/
10/20/17,"Quiet Surge: Bitcoin Price Sets New High Above $6,000",2,https://www.coindesk.com/quiet-surge-bitcoin-price-sets-new-high-just-6000/
10/20/17,ECB President: Bitcoin Not 'Mature' Enough to Be Regulated,-1,https://www.coindesk.com/ecb-president-bitcoin-not-mature-enough-to-be-regulated/
10/19/17,Sweden's Government Sold Bitcoin Today At Above Market Rates,2,https://www.coindesk.com/swedish-enforcement-agency-sells-bitcoin-at-48-percent-markup/
10/19/17,Attorney General Jeff Sessions: Bitcoin on Dark Web 'Is a Big Problem',-1,https://www.coindesk.com/jeff-sessions-bitcoin-use-is-a-big-problem/
10/19/17,Inspector General: US Mint Should Consider Bitcoin's Impact,2,https://www.coindesk.com/us-mint-consider-bitcoins-impact-says-treasury-inspector-general/
10/19/17,"Cautiously Bullish? $6,000 in Play as Bitcoin Price Stages Sharp Recovery",-1,https://www.coindesk.com/cautiously-bullish-6000-play-bitcoin-price-stages-sharp-recovery/
10/19/17,Australia Officially Ends Double Bitcoin Tax,2,https://www.coindesk.com/australian-bitcoin-purchases-no-longer-liable-for-sales-tax/
10/18/17,"Healthy Pullback? Bitcoin Price Dips Back Below $5,300",-2,https://www.coindesk.com/healthy-pullback-bitcoin-price-dips-5300/
10/17/17,Brazil Central Bank Chief Compares Bitcoin to Pyramid Scheme,-2,https://www.coindesk.com/brazil-central-bank-chief-compares-bitcoin-pyramid-scheme/
10/16/17,Bank of America Report: Bitcoin's True Value 'Impossible to Assess',-1,https://www.coindesk.com/bank-america-report-bitcoins-true-value-impossible-assess/
10/16/17,"Bulls Take Breather? Bitcoin Slows as Price Struggles to Breach $6,000",-2,https://www.coindesk.com/bulls-take-breather-bitcoin-slows-price-struggles-breach-6000/
10/16/17,Obvious Bubble? SEC Committee Lashes Out at Bitcoin and ICOs,-2,https://www.coindesk.com/obvious-bubble-sec-committee-lashes-bitcoin-icos/
10/14/17,"Logical or Not, Bitcoin's Coming Fork Is Boosting Its Price",2,https://www.coindesk.com/logical-not-bitcoins-coming-fork-boosting-price/
10/13/17,"At It Again: Dimon Breaks Vow, Says Bitcoin Buyers Will 'Pay the Price'",-2,https://www.coindesk.com/dimon-breaks-vow-calls-bitcoin-buyers-stupid/
10/13/17,"Bitcoin's Price Keeps Rising, But Is $6,000 in Reach?",1,https://www.coindesk.com/bitcoins-price-keeps-rising-but-is-6000-in-reach/
10/13/17,"$5,800: Bitcoin Price Hits New Record High",2,https://www.coindesk.com/5856-bitcoin-price-hits-new-record-high/
10/12/17,Wall Street Analyst Bernstein: Bitcoin Is a 'Censorship Resistant Asset Class',2,https://www.coindesk.com/wall-street-analyst-bernstein-bitcoin-censorship-resistant-asset-class/
10/12/17,Sweden's Government to Sell Seized Bitcoin in Open Auction,1,https://www.coindesk.com/swedens-government-sell-seized-bitcoin-open-auction/
10/12/17,Rally Restored? Bitcoin Is Up 75 Percent from 30-Day Lows,2,https://www.coindesk.com/stellar-rally-bitcoin-75-percent-september-lows/
10/12/17,Jamie Dimon Says He's Done Talking About Bitcoin,-1,https://www.coindesk.com/jamie-dimon-says-hes-done-talking-bitcoin/
10/12/17,Why HODLing Is Hobbling Bitcoin's Prospects as a Common Currency,-2,https://www.coindesk.com/why-hodling-is-hobbling-bitcoins-prospects-as-a-common-currency/
10/12/17,"$5,200: Bitcoin Buoyant as Price Sets New All-Time High",2,https://www.coindesk.com/5160-bitcoin-buoyant-as-price-sets-new-all-time-high/
10/12/17,Ukraine to Regulate Bitcoin Exchanges Under Proposed Law,-1,https://www.coindesk.com/ukraine-regulate-bitcoin-exchanges-proposed-law/
10/12/17,Just SegWit? Bitcoin Core Is Already Working on a New Scaling Upgrade,1,https://www.coindesk.com/just-segwit-bitcoin-core-already-working-new-scaling-upgrade/
10/11/17,Bitcoin-Ethereum Atomic Swap Code Now Open Source,1,https://www.coindesk.com/bitcoin-ethereum-atomic-swap-code-now-open-source/
10/11/17,Billionaire Mike Novogratz: Bitcoin's Price Will Reach $10k in Less Than a Year,2,https://www.coindesk.com/billionaire-mike-novogratz-bitcoins-price-will-reach-10k-in-less-than-a-year/
10/11/17,Bitcoin Stumbles Near New High But $5k Still in Play,2,https://www.coindesk.com/bitcoin-stumbles-near-new-high-but-5k-price-still-in-play/
10/11/17,Financial Forecaster Gary Shilling Won't Invest In a 'Black Box' Like Bitcoin,-2,https://www.coindesk.com/financial-forecaster-gary-shilling-wont-invest-black-box-like-bitcoin/
10/10/17,Russia's Central Bank Backs Move to Block Bitcoin Websites,-2,https://www.coindesk.com/russias-central-bank-backs-move-to-block-bitcoin-websites/
10/10/17,"$5,000 in Reach? Bitcoin Falls Back After Hitting 5-Week High",-2,https://www.coindesk.com/5000-reach-bitcoin-falls-back-hitting-5-week-high/
10/10/17,No Fraud: Ex-JPMorgan Trader Masters Thinks Bitcoin Breakout Just Beginning,2,https://www.coindesk.com/no-fraud-ex-jpmorgan-trader-masters-thinks-bitcoin-breakout-just-beginning/
10/9/17,BitPay Is Growing? How Startup Suspicions Are Fueling Bitcoin's Fork Debate,-1,https://www.coindesk.com/bitpay-growing-startup-suspicions-fueling-bitcoins-fork-debate/
10/9/17,Rumor or Not: Goldman Trading Would Change Bitcoin,1,https://www.coindesk.com/rumor-not-goldman-trading-change-bitcoin/
10/7/17,Bitcoin Meets Netflix? Laolu Is Building a Lightning-Powered App for That,2,https://www.coindesk.com/bitcoin-meets-netflix-laolu-building-lightning-powered-app/
10/6/17,Russia Blasts Decision to Extradite Alleged Bitcoin Money Launderer,-1,https://www.coindesk.com/russian-government-responds-with-regret-to-greek-extradition-decision/
10/6/17,Bitcoin Derivatives ETFs Withdraw Filings at SEC Request,-2,https://www.coindesk.com/sec-pushes-back-bitcoin-derivatives-etfs/
10/6/17,"Two Hurdles? Bitcoin Faces Resistance Ahead of $4,500",-2,https://www.coindesk.com/two-hurdles-bitcoin-price-faces-resistance-bid-top-4500/
10/6/17,Singapore's Central Bank Plans to Regulate Bitcoin Payments,-1,https://www.coindesk.com/singapores-central-bank-plans-to-regulate-bitcoin-payments/
10/6/17,Swiss Public University Begins Accepting Bitcoin,2,https://www.coindesk.com/swiss-public-university-begins-accepting-bitcoin/
10/6/17,Calm Before the Fork? Segwit2x Goes Silent as Bitcoin Split Looms,-1,https://www.coindesk.com/calm-fork-segwit2x-goes-silent-bitcoin-spilt-looms/
10/5/17,BlackRock Exec: No Point in Bitcoin ETF,-2,https://www.coindesk.com/blackrock-investments-exec-dont-see-point-bitcoin-etf/
10/5/17,"Above $4,300: Bitcoin Is Up, But Is It Out of the Woods?",1,https://www.coindesk.com/doji-reversal-bitcoin-battles-bears-in-bid-to-stay-above-4000/
10/5/17,Council Staffers Fired for Bitcoin Mining in Crimea,-1,https://www.coindesk.com/authority-staffers-fired-for-bitcoin-mining-in-crimea/
10/4/17,Former Bundesbank Chief: Bitcoin Doesn't Meet Full Definition of a Currency,0,https://www.coindesk.com/former-bundesbank-chief-bitcoin-doesnt-meet-full-definition-currency/
10/4/17,China State News Calls for 'Iron Fist' Regulation of Bitcoin Exchanges,-2,https://www.coindesk.com/china-state-news-calls-for-iron-fist-regulation-of-bitcoin-exchanges/
10/4/17,Greek Court Backs Extradition of Alleged Bitcoin Exchange Operator to US,-1,https://www.coindesk.com/greek-court-backs-extradition-of-alleged-bitcoin-exchange-operator-to-us/
10/3/17,Goldman Sachs CEO: 'No Conclusion' on Bitcoin Yet,0,https://www.coindesk.com/goldman-sachs-ceo-no-conclusion-bitcoin-yet/
10/3/17,Golden Crossover: Bitcoin Charts Suggest Price Readying for Bump,2,https://www.coindesk.com/golden-crossover-bitcoin-charts-suggest-price-ready-for-bump/
10/2/17,Ross Ulbricht Drops Claim to Millions Raised in Silk Road Bitcoin Auctions,-1,https://www.coindesk.com/ross-ulbricht-drops-claim-millions-raised-silk-road-bitcoin-auctions/
10/2/17,Report: Goldman Sachs Considering Bitcoin Services for Clients,2,https://www.coindesk.com/report-goldman-sachs-considering-bitcoin-services-clients/
10/2/17,"Slow Ascent? Bitcoin Prices Climb Toward $4,500 on Weak Volumes",-1,https://www.coindesk.com/slow-ascent-bitcoin-prices-edge-higher-despite-weak-volumes/
10/2/17,Bitcoin Exchange BTCC Brings Chinese Trading to a Close,-2,https://www.coindesk.com/china-based-bitcoin-exchange-btcc-brings-domestic-trading-to-a-close/
10/2/17,Alleged Bitcoin Money Launderer Has First Extradition Hearing,-1,https://www.coindesk.com/alleged-btc-e-operator-alexander-vinnik-has-first-extradition-hearing/
10/2/17,Police Confirm North Korean Connection in Bitcoin Exchange Phishing,-2,https://www.coindesk.com/police-confirm-north-korean-connection-bitcoin-exchange-phishing/
10/1/17,Guns & Crypto: How Bitcoin Is Helping Keep Cody Wilson's Anarchist Dream Alive,-1,https://www.coindesk.com/guns-crypto-bitcoin-helping-keep-cody-wilsons-anarchist-dream-alive/
9/30/17,Philly Fed Chief: Bitcoin Has Little Chance of Thwarting Monetary Policy,-1,https://www.coindesk.com/philadelphia-fed-chief-bitcoin-yet-tested/
9/29/17,VanEck's Bitcoin Futures ETF Effort Dealt Blow By SEC,-2,https://www.coindesk.com/vanecks-bitcoin-futures-etf-effort-dealt-blow-sec/
9/29/17,Edward Snowden: Zcash Is 'Most Interesting Bitcoin Alternative',0,https://www.coindesk.com/edward-snowden-zcash-is-most-interesting-bitcoin-alternative/
9/29/17,Japan Issues Licenses for 11 Bitcoin Exchanges,2,https://www.coindesk.com/japans-finance-regulator-issues-licenses-for-11-bitcoin-exchanges/
9/29/17,US Bank Regulator Opens Door to National License for Bitcoin Firms,2,https://www.coindesk.com/us-currency-boss-opens-door-licensed-bitcoin-banks/
9/28/17,"Russia Likely to Ban Bitcoin Payments, Deputy Finance Minister Says",-2,https://www.coindesk.com/russia-likely-ban-bitcoin-payments-deputy-finance-minister-says/
9/28/17,Macquarie Analyst Rejects Jamie Dimon's Bitcoin 'Fraud' Critique,1,https://www.coindesk.com/wall-street-analyst-rejects-jamie-dimons-bitcoin-fraud-critique/
9/28/17,Bull Trap? Bitcoin Prices Struggle to Build Momentum Above Moving Average,-1,https://www.coindesk.com/bull-trap-bitcoin-prices-struggle-build-momentum-moving-average/
9/28/17,Two More Bitcoin Futures ETFs Are Up for SEC Approval,2,https://www.coindesk.com/two-bitcoin-futures-etfs-sec-approval/
9/27/17,Morgan Stanley CEO: Bitcoin Is 'More Than Just A Fad',2,https://www.coindesk.com/morgan-stanley-ceo-bitcoin-just-fad/
9/27/17,Staking Sidechains? New Paper Proposes Twist on Bitcoin Tech,1,https://www.coindesk.com/staking-sidechains-new-paper-proposes-twist-bitcoin-tech/
9/27/17,Bitcoin Exchange BTCC Sets Deadline for Yuan Withdrawals,-1,https://www.coindesk.com/bitcoin-exchange-btcc-sets-deadline-yuan-withdrawals/
9/27/17,'Wolf of Wall Street' Jordan Belfort: Jamie Dimon is Right About Bitcoin,0,https://www.coindesk.com/wolf-wall-street-jordan-belfort-jamie-dimon-right-bitcoin/
9/27/17,Forecaster Gerald Celente: Banks Are Afraid of Bitcoin,2,https://www.coindesk.com/forecaster-gerald-celente-banks-afraid-bitcoin/
9/27/17,It's Political: Why China Hates Bitcoin and Loves the Blockchain,-1,https://www.coindesk.com/political-china-hates-bitcoin-loves-blockchain/
9/27/17,"Back Above $4,000: Bitcoin Eyes Next Major Price Hurdle",2,https://www.coindesk.com/back-4000-bitcoin-price-eyes-next-major-upside-hurdle/
9/27/17,Gold Dealer Sharps Pixley Begins Accepting Bitcoin,2,https://www.coindesk.com/gold-dealer-sharps-pixley-begins-accepting-bitcoin/
9/27/17,"First Cash, Now Gold? Another Bitcoin Hard Fork Is on the Way",0,https://www.coindesk.com/first-cash-now-gold-another-bitcoin-hard-fork-way/
9/26/17,Watch: Jesse Ventura Moderates Colorado Governor Candidates in Bitcoin Debate,0,https://www.coindesk.com/watch-jesse-ventura-moderates-colorado-governor-candidates-colorful-bitcoin-debate/
9/26/17,Through the Roadblock? Bitcoin's Price Might Be Priming for a Boost,2,https://www.coindesk.com/roadblock-bitcoins-price-might-priming-boost/
9/26/17,Gaming Firm to Buy $80 Million Stake in Korean Bitcoin Exchange Korbit,2,https://www.coindesk.com/gaming-firm-to-buy-80-million-stake-in-korean-bitcoin-exchange-korbit/
9/26/17,Bitcoin Businesses Face Bank Account Closures in Singapore,-2,https://www.coindesk.com/bitcoin-businesses-face-bank-account-closures-in-singapore/
9/26/17,Mario Draghi: European Central Bank Has 'No Power' to Regulate Bitcoin,2,https://www.coindesk.com/mario-draghi-european-central-bank-has-no-power-to-regulate-bitcoin/
9/25/17,Ukrainian Central Banker: Bitcoin Is 'Definitely Not a Currency',-2,https://www.coindesk.com/ukrainian-central-banker-bitcoin-definitely-not-currency/
9/25/17,Wait and Watch? Bitcoin Prices Hover Near Make or Break Level,-1,https://www.coindesk.com/wait-watch-bitcoin-prices-hover-near-make-break-level/
9/25/17,Japan's Bitcoin Exchanges Under Regulator Surveillance From October,-1,https://www.coindesk.com/japans-bitcoin-exchanges-under-regulator-surveillance-from-october/
9/25/17,FICO Patent Filing Hints at Plans for Bitcoin Exchange Monitoring,1,https://www.coindesk.com/fico-outlines-anti-money-laundering-program-in-new-patent-filing/
9/25/17,Payment or Asset? Bitcoin's Limbo Is Leaving Merchants in the Middle,-1,https://www.coindesk.com/payment-asset-bitcoins-limbo-leaving-merchants-middle/
9/24/17,Vivid History: 'How Money Got Free' Is the Untold Story of Bitcoin,2,https://www.coindesk.com/vivid-history-money-got-free-untold-story-bitcoin/
9/24/17,Untangling Bitcoin: Why Russell Yanofsky Is Taking Apart Crypto's Oldest Code,0,https://www.coindesk.com/untangling-bitcoin-russell-yanofsky-taking-apart-cryptos-oldest-code/
9/23/17,Welcome to Bitcoin Country: Silk Road and the Lost Threads of Agorism,0,https://www.coindesk.com/welcome-bitcoin-country-silk-road-lost-threads-agorism/
9/22/17,"Investor Doug Casey: Bitcoin May Be Money, But It Still Might Fail",-1,https://www.coindesk.com/investor-doug-casey-bitcoin-may-money-still-might-fail/
9/22/17,CFTC Sues New York Man Over Alleged $600k Bitcoin Ponzi Scheme,-2,https://www.coindesk.com/cftc-sues-new-york-man-over-alleged-600k-bitcoin-ponzi-scheme/
9/22/17,Dimon Knocks Bitcoin Again: Crackdown Likely on 'Worthless' Cryptocurrency,-2,https://www.coindesk.com/dimon-knocks-bitcoin-again-crackdown-likely-on-worthless-cryptocurrency/
9/22/17,Radical Academy: Amir Taaki's New Hacker Team Is Spreading Bitcoin in Syria,2,https://www.coindesk.com/radical-academy-amir-taakis-new-hacker-team-spreading-bitcoin-syria/
9/22/17,Bitcoin Developers Reveal Roadmap for 'Dandelion' Privacy Project,2,https://www.coindesk.com/bitcoin-developers-reveal-roadmap-dandelion-privacy-project/
9/21/17,Former CFTC Commissioner: Regulation Would Solve Bitcoin Volatility,1,https://www.coindesk.com/former-cftc-commissioner-bitcoins-prices-are-suspicious/
9/21/17,Nebraska Lawyers Accept Bitcoin Following Ethics Board Approval,2,https://www.coindesk.com/nebraska-lawyers-begin-accepting-bitcoin-following-state-panel-approval/
9/21/17,Weak Demand? Bitcoin's Price Rebound May Be Starting to Fade,-1,https://www.coindesk.com/weak-demand-bitcoins-price-rebound-may-be-starting-to-fade/
9/21/17,Searching for Problems? James Altucher to Bitcoin Critics: You're Dead Wrong,2,https://www.coindesk.com/searching-problems-james-altucher-bitcoin-critics-youre-dead-wrong/
9/20/17,"Banks Are 'Afraid' of Bitcoin, Says Wealth Advisor",2,https://www.coindesk.com/banks-afraid-bitcoin-says-wealth-advisor/
9/20/17,Optimizing SegWit: How Bitcoin's New Software Is Giving Scaling a Boost,2,https://www.coindesk.com/optimizing-segwit-bitcoins-new-software-giving-scaling-boost/
9/20/17,Bitcoin's Parimutuel Problem (Or Why Shorting Doesn't Pay Today),-1,https://www.coindesk.com/bitcoins-parimutuel-problem-shorting-doesnt-pay-today/
9/19/17,"Pick n Pay Double Take? The Supermarket Chain Isn't Accepting Bitcoin, It Tested It",-2,https://www.coindesk.com/pick-n-pay-double-take-supermarket-chain-isnt-accepting-bitcoin-tested/
9/19/17,World's Largest Hedge Fund Founder: Bitcoin is a 'Bubble',-2,https://www.coindesk.com/bridgewater-associates-head-says-bitcoin-bubble/
9/19/17,Bull Signal? Bitcoin's Price Breaks Above 50-Day Moving Average,2,https://www.coindesk.com/bull-signal-bitcoins-price-breaks-50-day-moving-average/
9/19/17,The Economic Case for Conservative Bitcoin Development,1,https://www.coindesk.com/economic-case-conservative-bitcoin-development/
9/19/17,$9 Million: Bitcoin Startup Luno Completes Series B Funding,2,https://www.coindesk.com/bitcoin-luno-9-million-series-b/
9/18/17,Survey: Younger Americans More Likely to Invest in Bitcoin,2,https://www.coindesk.com/survey-younger-americans-likely-invest-bitcoin/
9/18/17,Bitcoin 'Double Taxation' Relief Bill Introduced in Australia,2,https://www.coindesk.com/bitcoin-double-taxation-relief-bill-introduced-australia/
9/18/17,MUFG on Dimon Remarks: Bank Cryptocurrencies Have 'Nothing to Do With Bitcoin',0,https://www.coindesk.com/mufg-ceo-defends-blockchain-settlement-project-dimons-bitcoin-comments/
9/18/17,"$4,000: Bitcoin's Price Shrugs Off China Exchange News",1,https://www.coindesk.com/bitcoin-price-recovers-from-china-news-to-hit-4000/
9/18/17,"Bitcoin's Price Is Back Above $4,000, But Is All-Time High in Sight?",2,https://www.coindesk.com/bitcoin-prices-back-near-4000-another-time-high-sight/
9/18/17,Split on Forks? Blockchain Leaders Learn Tough Lessons from Bitcoin Scaling,-1,https://www.coindesk.com/split-forks-blockchain-leaders-learn-tough-lessons-bitcoin-scaling/
9/16/17,"Bitcoin in the Browser: Google, Apple and More Adopting Crypto-Ready API",2,https://www.coindesk.com/bitcoin-browser-google-apple-move-adopt-crypto-compatible-api/
9/15/17,Meet WEX: Bitcoin Exchange Launches for BTC-e Users with BTC-e Design,0,https://www.coindesk.com/wex-new-exchange-launched-former-btc-e-users/
9/15/17,"China, Shmyna: Bitcoin Trading Is Way More Distributed Now Anyway",2,https://www.coindesk.com/china-shmyna-bitcoin-trading-way-distributed-now-anyway/
9/15/17,Courting Bitcoin? Nebraska Ethics Board Gives Lawyers OK to Accept,2,https://www.coindesk.com/courting-bitcoin-nebraska-ethics-board-gives-lawyers-ok-accept/
9/15/17,"Back at $3,500: Has Bitcoin's Price Found a Short-Term Bottom?",1,https://www.coindesk.com/back-3500-bitcoin-found-short-term-bottom/
9/15/17,"Huobi, OKCoin to Stop Yuan-to-Bitcoin Trading By October's End",-2,https://www.coindesk.com/huobi-okcoin-stop-yuan-bitcoin-trading-octobers-end/
9/15/17,Yunbi Bitcoin Exchange Latest to Close in China Crackdown,-2,https://www.coindesk.com/yunbi-bitcoin-exchange-latest-close-china-crackdown/
9/15/17,"Blame China? Bitcoin Price Seeks Bottom Below $3,000",-2,https://www.coindesk.com/blame-china-bitcoin-price-seeks-bottom-panic-selling-begins/
9/15/17,China's Bitcoin Exchanges Receive Shutdown Orders and Closure Timeline,-2,https://www.coindesk.com/document-lists-closure-steps-for-chinas-bitcoin-exchanges/
9/15/17,Trumping the IRS: Could the Timing Be Right for Bitcoin Tax Reform?,2,https://www.coindesk.com/trumping-irs-timing-right-bitcoin-tax-reform/
9/15/17,Chinese Bitcoin Exchange ViaBTC to Close Amid Regulatory Crackdown,-2,https://www.coindesk.com/chinese-bitcoin-exchange-viabtc-to-close-amid-regulatory-crackdown/
9/15/17,From Bear to Bull: Bitcoin Just Won't Die (So Josh Brown Buys),1,https://www.coindesk.com/bear-bull-bitcoin-just-wont-die-josh-brown-buys/
9/14/17,Bitcoin's Price Is Down More Than $500 Today,-1,https://www.coindesk.com/bitcoins-price-fallen-500-today/
9/14/17,Kiss Front-Man Gene Simmons Is 'Interested in Bitcoin',2,https://www.coindesk.com/kiss-front-man-gene-simmons-interested-bitcoin/
9/14/17,"Bitcoin Price Drops Below $3,500, But Is a Relief Rally In Sight?",1,https://www.coindesk.com/bitcoin-price-drops-3500-relief-rally-sight/
9/14/17,Coinbase Vets Talk New Fund: Want Returns? Think Beyond Bitcoin,0,https://www.coindesk.com/coinbase-vet-talks-new-fund-want-returns-think-beyond-bitcoin/
9/14/17,Namibian Central Bank: Bitcoin Purchases Illegal Under Law,-2,https://www.coindesk.com/namibian-central-bank-bitcoin-purchases-illegal-law/
9/13/17,"Bitcoin Exchanges Lack Legal Foundation, China Internet Finance Association Says",-2,https://www.coindesk.com/china-internet-finance-association-bitcoin-exchanges-lack-legal-foundation/
9/13/17,"Correction Not a Crash: Bitcoin Price Eyes $3,000 as Traders Take Profits",2,https://www.coindesk.com/correction-not-crash-bitcoin-price-eyes-3000-traders-take-profits/
9/13/17,Herd on the Street? Bank of America Survey Calls Bitcoin 'Most Crowded Trade',2,https://www.coindesk.com/herd-street-bank-america-survey-labels-bitcoin-crowded-trade/
9/13/17,"Bitcoin Drops Below $4,000 as Market Turns Uncertain",-1,https://www.coindesk.com/bitcoin-drops-4000-market-mood-turns-uncertain/
9/12/17,"North Korea Is Targeting South Korea's Bitcoin Exchanges, Report Claims",-2,https://www.coindesk.com/report-north-korea-targets-south-koreas-bitcoin-exchanges-cyber-attacks/
9/12/17,Jamie Dimon: Bitcoin Is a 'Fraud',-2,https://www.coindesk.com/jamie-dimon-bitcoin-fraud/
9/12/17,Bitcoin OTC Service Suspends Trading Citing China Pressure,-2,https://www.coindesk.com/bitcoin-otc-service-suspends-trading-citing-china-pressure/
9/12/17,Bear Call? Ether-Bitcoin Trading Pair Positions for Weak September,-1,https://www.coindesk.com/bear-call-ether-bitcoin-trading-pair-positions-weak-september/
9/12/17,E-Commerce Giant DMM to Launch Bitcoin Mining Venture,2,https://www.coindesk.com/e-commerce-giant-dmm-to-launch-bitcoin-mining-venture/
9/12/17,Bitcoin's Biggest Bull? Arthur Hayes Isn't Long Crypto – He's Short Government,2,https://www.coindesk.com/bitcoins-biggest-bull-arthur-hayes-isnt-long-crypto-hes-short-government/
9/12/17,Swiss Town to Accept Tax Payments in Bitcoin,2,https://www.coindesk.com/swiss-town-to-accept-tax-payments-in-bitcoin/
9/11/17,Tor and More: Bitcoin Market OpenBazaar Adds Features in 2.0 Beta Release,2,https://www.coindesk.com/tor-bitcoin-market-openbazaar-adds-features-2-0-beta-release/
9/11/17,'Revolutionary': Finland Central Bank Paper Heaps Praise on Bitcoin,1,https://www.coindesk.com/revolutionary-finland-central-bank-paper-heaps-praises-bitcoin/
9/11/17,BTC-e Opens User Support Tool Ahead of Bitcoin Trading Relaunch,1,https://www.coindesk.com/btc-e-opens-user-support-tool-ahead-bitcoin-trading-relaunch/
9/11/17,"Bitcoin Finds Bottom at $4,000 as Price Awaits Post-China Breakout",-1,https://www.coindesk.com/bitcoin-finds-bottom-4000-price-awaits-post-china-breakout/
9/11/17,"WSJ, Bloomberg Latest to Claim Bitcoin Exchange Crackdown in China",-2,https://www.coindesk.com/wsj-latest-to-claim-bitcoin-exchange-crackdown-in-china/
9/11/17,MASTer Plan: Better Bitcoin Smart Contracts Could Go Live This Year,2,https://www.coindesk.com/master-plan-better-bitcoin-smart-contracts-go-live-year/
9/10/17,Scaling Lightning? How Revive Could Boost Bitcoin's Boldest Scaling Plan,2,https://www.coindesk.com/scaling-lightning-revive-boost-bitcoins-boldest-scaling-plan/
9/8/17,"Bitcoin Price Sinks Below $4,200 on China Uncertainty",-2,https://www.coindesk.com/bitcoin-price-sinks-4200-china-uncertainty/
